DOC,Titre,Chapitre,Section,Article,Contenu,Pages
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 191 :,"Si les souscriptions à titre irréductible et, le cas échéant, les attributions à titre réductible n'ont pas absorbé la totalité de l'augmentation de capital : 1) le solde est attribué conformément aux décisions de l'assemblée générale ; 2) le montant de l'augmentation peut être limité au montant des souscriptions si cette faculté a été expressément prévue par l'assemblée qui a décidé ou autorisé l'augmentation.","[69, 70]"
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 192 :(Complété par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1- 08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"L'assemblée qui décide ou autorise une augmentation de capital peut supprimer le droit préférentiel de souscription pour la totalité de l'augmentation de capital ou pour une ou plusieurs tranches de cette augmentation. Elle statue, à peine de nullité, sur le rapport du conseil d'administration ou du directoire et sur celui du ou des commissaires aux comptes. Le contenu de ce dernier rapport est fixé par décret. Le rapport du conseil d'administration ou du directoire doit indiquer les motifs de la proposition de suppression dudit droit.",[70]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 193 :(Complété par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1- 08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"L'assemblée générale qui décide de l'augmentation du capital peut, en faveur d'une ou plusieurs personnes, supprimer le droit préférentiel de souscription. Le prix d'émission ou les conditions de fixation de ce prix sont déterminés par l'assemblée générale sur rapport du conseil d'administration ou du directoire et sur rapport spécial du ou des commissaires aux comptes. Le contenu de ce dernier rapport est fixé par décret. Le rapport du conseil d'administration ou du directoire indique en outre les noms des attributaires des actions et le nombre de titres attribués à chacun d'eux. Les attributaires éventuels des actions nouvelles ne peuvent ni personnellement, ni par mandataire, prendre part au vote de l'assemblée, écartant en leur faveur le droit préférentiel de souscription ; le quorum et la majorité requis pour cette décision se calculent sur l'ensemble des actions à l'exclusion de celles possédées ou représentées par lesdits attributaires. Les dispositions de l'alinéa précédent sont également applicables aux filiales et aux sociétés contrôlées par la ou les personnes au profit desquelles la suppression du droit préférentiel de souscription est proposée.",[70]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 193 bis : [inséré par l’article 2 de la loi 78-12],"Dans les cas visés aux articles 192 et 193, le rapport du conseil d'administration ou du directoire est communiqué par la société au ou aux commissaires aux comptes quarante-cinq (45) jours au moins avant la date prévue de la réunion de l'assemblée générale appelée à statuer sur l'augmentation de capital. Le rapport du conseil d'administration ou du directoire susmentionnés est mis à la disposition des actionnaires, au siège social de la société et/ou sur son site, au plus tard à la date de publication de l'avis de réunion de l'assemblée générale appelée à statuer sur l'augmentation de capital.","[70, 71]"
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 194 :,"Dans les cas visés aux articles 192 et 193 le ou les commissaires aux comptes doivent indiquer dans leur rapport, si les bases de calcul retenues par le conseil d'administration ou le directoire leur paraissent exactes et sincères.",[71]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 195 :,"Lorsque les actions sont grevées d'un usufruit, le droit préférentiel de souscription qui leur est attaché appartient au nu-propriétaire. Si celui-ci vend les droits de souscription, les sommes provenant de la cession ou les biens acquis par lui au moyen de ces sommes sont soumis à l'usufruit. Si le nu-propriétaire néglige d'exercer son droit, l'usufruitier peut se substituer à lui pour souscrire aux actions nouvelles ou pour vendre les droits. Dans ce dernier cas, le nu-propriétaire peut exiger le remploi des sommes provenant de la cession ; les biens ainsi acquis sont soumis à l'usufruit. Le nu-propriétaire est réputé avoir négligé son droit, à l'égard de l'usufruitier lorsqu'il n'a pas souscrit d'actions nouvelles ni vendu les droits de souscription, huit jours avant l'expiration du délai de souscription accordé aux actionnaires. Les dispositions du présent article s'appliquent dans le silence de la convention des parties.",[71]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 196 :,"Lorsque la société ne fait pas appel public à l'épargne, les actionnaires sont informés de l'émission d'actions nouvelles au moyen d'un avis publié au moins six jours avant la date de souscription dans un journal d'annonces légales. Si la société fait publiquement appel à l'épargne, l'avis est en outre, inséré dans une notice publiée au Bulletin officiel. A cette notice sont annexés les derniers états de synthèse certifiés. Lorsque les actions sont nominatives, l'avis est remplacé par une lettre recommandée expédiée quinze jours au moins aux actionnaires avant la date d'ouverture de la souscription. L'avis doit informer les actionnaires de l'existence à leur profit du droit préférentiel et les conditions d'exercice de ce droit, des modalités, du lieu, des dates d'ouverture et de clôture de la souscription ainsi que du taux d'émission des actions et du montant dont elles doivent être libérées.","[71, 72]"
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 197 : [modifié et complété par l’article premier de la loi 78-12],Le délai accordé aux actionnaires anciens pour exercer leur droit de souscription ne peut jamais être inférieur à 20 jours à compter de la date de l'ouverture de la souscription. Le délai de souscription se trouve clos par anticipation dès que tous les droits de souscription à titre irréductible ont été exercés.,[72]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 198 :,"L'émission d'actions nouvelles en contrepartie d'apports en numéraire ou en nature est soumise aux formalités de souscription et de vérification requises pour la constitution de la société, sous réserve des dispositions du présent chapitre. L'émission d'actions nouvelles par une société anonyme qui fait appel public à l'épargne est également soumise aux obligations d'informations exigées des personnes morales faisant appel public à l'épargne prévues au titre II du dahir portant loi n° 1-93-212 du 4 rabii II 1414 (21 septembre 1993) précité.",[72]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 199 :,"Si les actions nouvelles sont libérées par compensation avec des dettes de la société, celles-ci font l'objet d'un arrêté de compte établi par le conseil d'administration ou le directoire et certifié exact par le ou les commissaires aux comptes.",[72]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 200 :,"L'émission d'obligations convertibles en actions est soumise à l'autorisation préalable de l'assemblée générale extraordinaire. L'assemblée générale en décide sur rapport spécial des commissaires aux comptes relatif aux bases de conversion proposées. Cette augmentation est définitivement réalisée du seul fait de la demande de conversion accompagnée du bulletin de souscription. Cette autorisation doit comporter, au profit des obligataires renonciation expresse des actionnaires à leur droit préférentiel de souscription aux actions qui seront émises par conversion des obligations.",[72]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre Premier : De l'Augmentation du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 201 :,Toute violation des dispositions contenues dans le présent chapitre entraîne la nullité de l'augmentation de capital.,[73]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre II : De l'amortissement de la valeur nominale des actions du capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 202 :,L'amortissement de la valeur nominale des actions du capital est effectué en vertu d'une stipulation statutaire ou d'une décision de l'assemblée générale extraordinaire et au moyen des bénéfices distribuables. Cet amortissement ne peut être réalisé que par voie de remboursement égal sur chaque action d'une même catégorie et n'entraîne réduction du capital. Les actions intégralement amorties sont dites actions de jouissance.,[73]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre II : De l'amortissement de la valeur nominale des actions du capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 203 :,"Les actions intégralement ou partiellement amorties perdent à due concurrence, le droit au premier dividende et au remboursement de la valeur nominale, elles conservent tous leurs autres droits.",[73]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre II : De l'amortissement de la valeur nominale des actions du capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 204 :,"Lorsque le capital est divisé, soit en actions de capital et en actions totalement ou partiellement amorties, soit en actions inégalement amorties, l'assemblée générale extraordinaire des actionnaires peut décider la conversion des actions totalement ou partiellement amorties en actions de capital. A cet effet, elle prévoit qu'un prélèvement obligatoire sera effectué, à concurrence du montant amorti des actions à convertir, sur la part des bénéfices sociaux d'un ou plusieurs exercices revenant à ces actions, après paiement, pour les actions partiellement amorties, du premier dividende ou de l'intérêt statutaire auquel elles peuvent donner droit.",[73]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre II : De l'amortissement de la valeur nominale des actions du capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 205 :,"Les actionnaires peuvent être autorisés, dans les mêmes conditions, à verser à la société le montant amorti de leurs actions, augmenté, le cas échéant, du premier dividende et de l'intérêt statutaire pour la période écoulée de l'exercice en cours et, éventuellement, pour l'exercice précédent.",[73]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre II : De l'amortissement de la valeur nominale des actions du capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 206 :,Les décisions prévues aux articles 204 et 205 sont soumises à la ratification des assemblées spéciales de chacune des catégories d'actionnaires ayant les mêmes droits.,[74]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre II : De l'amortissement de la valeur nominale des actions du capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 207 :,"Le conseil d'administration ou le directoire, selon le cas, apporte les modifications nécessaires aux statuts, dans la mesure où ces modifications correspondent matériellement aux résultats effectifs des opérations prévues aux articles 204 et 205.",[74]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre III : De La Réduction Du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 208 :,"La réduction du capital est opérée soit en abaissant la valeur nominale de chaque action, soit en diminuant dans la même proportion pour tous les actionnaires le nombre d'actions existantes. Si la réduction du capital n'est pas motivée par les pertes de la société, le nombre des actions peut être diminué au moyen de l'annulation d'actions achetées à cet effet par la société.",[74]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre III : De La Réduction Du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 209 :,"La réduction du capital est autorisée ou décidée par l'assemblée générale extraordinaire. La convocation des actionnaires doit indiquer le but de la réduction et la manière dont elle sera réalisée. L'assemblée générale extraordinaire peut déléguer au conseil d'administration ou au directoire tous pouvoirs pour la réaliser. Lorsque le conseil d'administration ou le directoire réalise l'opération, sur délégation de l'assemblée générale, il en dresse procès-verbal soumis aux formalités de publicité prévues à l'article 37 et procède à la modification corrélative des statuts.",[74]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre III : De La Réduction Du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 210 :,La réduction du capital ne doit en aucun cas avoir pour effet ni de porter atteinte à l'égalité des actionnaires ni d'abaisser la valeur nominale des actions en dessous du minimum légal.,[74]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre III : De La Réduction Du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 211 :,Le projet de réduction du capital est communiqué au ou aux commissaires aux comptes quarante-cinq jours au moins avant la réunion de l'assemblée. L'assemblée statue sur le rapport du ou des commissaires aux comptes qui font connaître leur appréciation sur les causes et conditions de la réduction.,[75]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre III : De La Réduction Du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 212 :,"Lorsque l'assemblée approuve un projet de réduction du capital non motivé par des pertes, le représentant de la masse des obligataires et tout créancier dont la créance est antérieure à la date du dépôt au greffe des délibérations de l'assemblée générale peuvent former opposition à la réduction dans les trente jours à compter de ladite date devant le président du tribunal statuant en référé. L'ordonnance du président du tribunal rejette l'opposition ou ordonne, soit le remboursement des créances, soit la constitution de garanties si la société en offre et si elles sont jugées suffisantes. Les opérations de réduction ne peuvent commencer pendant le délai d'opposition ni, le cas échéant, avant qu'il ait été statué en référé sur cette opposition. Si le président du tribunal statuant en référé, accueille l'opposition, la procédure de réduction du capital est immédiatement interrompue jusqu'à la constitution de garanties suffisantes ou jusqu'au remboursement des créances. S'il la rejette, les opérations de réduction du capital peuvent commencer.",[75]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre III : De La Réduction Du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 213 :,"L'assemblée générale qui a décidé une réduction du capital non motivée par des pertes peut autoriser le conseil d'administration ou le directoire à acheter un nombre déterminé d'actions pour les annuler. L'offre d'achat doit être faite à tous les actionnaires proportionnellement au nombre d'actions qu'ils possèdent. A cette fin, un avis d'achat est inséré dans un journal d'annonces légales et en outre si la société fait appel public à l'épargne, au Bulletin Officiel. Toutefois, si toutes les actions de la société sont nominatives, les insertions prévues à l'alinéa précédent peuvent être remplacées par un avis adressé par lettre recommandée avec accusé de réception, aux frais de la société à chaque actionnaire.",[75]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre III : De La Réduction Du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 214 :,"L'avis prévu au 3e alinéa de l'article 213 indique la dénomination de la société et sa forme, l'adresse du siège social, le montant du capital social, le nombre d'actions dont l'achat est envisagé, le prix offert par action, le mode de paiement, le délai pendant lequel l'offre sera maintenue et le lieu où elle peut être acceptée. Au cas où le nombre d'actions proposé à la vente est supérieur au nombre d'actions que la société offre d'acheter, il est procédé à une réduction proportionnelle. Le délai visé à l'alinéa précédent ne peut être inférieur à trente jours.",[76]
Loi n° 17-95,TITRE VII DES MODIFICATIONS DU CAPITALSOCIAL,Chapitre III : De La Réduction Du Capital,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 215 :,"Les actions achetées par la société qui les a émises, en vue de la réduction du capital doivent être annulées trente jours après l'expiration du délai visé à l'article 214. DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES","[76, 77]"
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre Premier : Des Transformations,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 216 :,"Toute société anonyme peut se transformer en société d'une autre forme si, au moment de la transformation, elle a au moins un an d'existence et si elle a établi et fait approuver par les actionnaires les états de synthèse de l'exercice.",[77]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre Premier : Des Transformations,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 217 :,"La transformation d'une société anonyme ne peut être décidée que par une délibération prise aux conditions requises pour la modification des statuts, sous réserve des dispositions de l'article 220.",[77]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre Premier : Des Transformations,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 218 :,Les formalités de constitution de la forme de société adoptée par suite de transformation doivent être observées. La décision de transformation est publiée dans les conditions prévues au cas de modification des statuts.,[77]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre Premier : Des Transformations,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 219 :,"La décision de transformation est prise sur le rapport du ou des commissaires aux comptes de la société. Le rapport atteste que la situation nette est au moins égale au capital social. La transformation est soumise, le cas échéant, à l'approbation des assemblées d'obligataires.",[77]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre Premier : Des Transformations,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 220 :,"La transformation en société en nom collectif nécessite l'accord de tous les actionnaires. En ce cas, les conditions prévues aux articles 216 et 219 (1er alinéa) ne sont pas exigées. La transformation en société en commandite simple ou en commandite par actions est décidée dans les conditions prévues pour la modification des statuts de la société anonyme et avec l'accord de tous les actionnaires qui acceptent d'être associés commandités dans la nouvelle société. La transformation en société à responsabilité limitée est décidée dans les conditions prévues pour la modification des statuts des sociétés de cette forme.","[77, 78]"
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre Premier : Des Transformations,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 221 :(Complété par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1- 08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Les actionnaires opposés à la transformation ont le droit de se retirer de la société. Dans ce cas, ils recevront une contrepartie équivalente à leurs droits dans le patrimoine social, fixée, à défaut d'accord, à dire d'expert désigné par le président du tribunal, statuant en référé. La déclaration de retraite doit être adressée, par lettre recommandée avec accusé de réception dans les trente jours de la publication prévue à l'article 218 (2e alinéa). Est réputée non écrite toute clause tendant à exclure le droit de retraite.",[78]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section I : Dispositions Générales,Article 222 : [modifié et complété par l’article premier de la loi 78-12],"Une société peut être absorbée par une autre société, ou participer à la constitution d'une société nouvelle par voie de fusion. Elle peut faire apport d'une partie de son patrimoine à des sociétés nouvelles ou à des sociétés existantes par voie de scission. Elle peut enfin faire apport de son patrimoine à des sociétés existantes ou participer avec celles-ci à la constitution de sociétés nouvelles par voie de scission fusion. Ces opérations sont ouvertes aux sociétés en liquidation à condition que la répartition de leur actif entre les associés n'ait pas fait l'objet d'un début d'exécution. Lorsqu'une ou plusieurs sociétés dont les titres de capital sont cotés à la bourse des valeurs font partie de l'une des opérations visées au présent article, l'une desdites opérations ne peut être décidée, sous peine de nullité, que sur la base d'un document d'information élaboré et visé par l'Autorité marocaine du marché des capitaux, et publié dans les conditions et les formes requises par la loi n° 44-12 relative à l'appel public à l'épargne et aux informations exigées des personnes morales et organismes faisant appel public à l'épargne.",[78]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section I : Dispositions Générales,Article 223 :,"Les opérations visées à l'article 222 ci-dessus, peuvent être réalisées entre des sociétés de même forme ou de forme différente. Elles sont décidées par chacune des sociétés intéressées, dans les conditions requises pour la modification de ses statuts. Toutefois, lesdites opérations ne peuvent avoir pour effet une modification de la répartition des droits des associés ou une augmentation de leurs engagements, sauf leur accord unanime. Si l'opération comporte la création de sociétés nouvelles, chacune de celles-ci est constituée selon les règles propres à la forme de la société adoptée.","[78, 79]"
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section I : Dispositions Générales,Article 224 :,"La fusion entraîne la dissolution sans liquidation de la société qui disparaît et la transmission universelle de son patrimoine à la société bénéficiaire, dans l'état où il se trouve à la date de la réalisation définitive de l'opération. La scission entraîne la transmission universelle de la partie scindée du patrimoine social, soit à la société nouvelle constituée simultanément, soit au cas de scission-fusion, à la société absorbante. L'opération entraîne simultanément l'acquisition par les associés de la société qui disparaît ou qui se scinde, de la qualité d'associés des sociétés bénéficiaires, dans les conditions déterminées par le contrat de fusion ou de scission. Toutefois, il n'est pas procédé à l'échange de parts ou d'actions de la société bénéficiaire contre des parts ou actions de la société qui disparaît ou qui se scinde, lorsque ces parts ou actions sont détenues : 1) soit par la société bénéficiaire ou par une personne agissant en son propre nom mais pour le compte de cette société ; 2) soit par la société qui disparaît ou qui se scinde, ou par une personne agissant en son propre nom, mais pour le compte de cette société.",[79]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section I : Dispositions Générales,Article 225 :,"La fusion ou la scission prend effet : 1) en cas de création d'une ou plusieurs sociétés nouvelles, à la date d'immatriculation au registre du commerce de la nouvelle société ou de la dernière d'entre elles ; 2) dans tous les autres cas, à la date de la dernière assemblée générale ayant approuvé l'opération sauf si le contrat prévoit que l'opération prend effet à une autre date, laquelle ne doit être ni postérieure à la date de clôture de l'exercice en cours de la ou des sociétés bénéficiaires ni antérieure à la date de clôture du dernier exercice clos de la ou des sociétés qui transmettent leur patrimoine.",[79]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section I : Dispositions Générales,Article 226 :,"Toutes les sociétés qui participent à l'une des opérations mentionnées à l'article 222 établissent un projet de fusion ou de scission. Ce projet est déposé au greffe du tribunal du lieu du siège desdites sociétés et fait l'objet d'un avis inséré dans un journal d'annonces légales, par chacune des sociétés participant à l'opération ; au cas où l'une au moins de ces sociétés fait publiquement appel à l'épargne, un avis doit en outre être inséré au Bulletin officiel.",[80]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section I : Dispositions Générales,Article 226 bis :[inséré par l’article 2 de la loi 78-12],"Lorsqu'une ou plusieurs sociétés participant à une opération de fusion ou de scission n'a pas ou n'ont pas la forme de société anonyme, les dispositions des articles 233, 234 et 235 ci-dessous sont applicables. Toutefois, les sociétés qui ne sont pas tenues de désigner un commissaire aux comptes et qui n'ont pas procédé à ladite désignation doivent désigner un expert parmi les experts comptables inscrit au tableau de l'ordre des experts comptables pour effectuer les vérifications prévues par l'article 233 ci-dessous. Les dispositions des articles 161, 162,164, 179 et 180 de la présente loi sont applicables aux experts précités.",[80]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section I : Dispositions Générales,Article 227 :,"Le projet de fusion ou de scission est arrêté par le conseil d'administration ou le directoire, le ou les gérants de chacune des sociétés participant à l'opération projetée. Il doit contenir les indications suivantes : 1) la forme, la dénomination ou la raison sociale et le siège social de toutes les sociétés participantes ; 2) les motifs, buts et conditions de la fusion ou de la scission ; 3) la désignation et l'évaluation de l'actif et du passif dont la transmission aux sociétés absorbantes ou nouvelles est prévue ; 4) les modalités de remise des parts ou actions et la date à partir de laquelle ces parts ou actions donnent droit aux bénéfices, ainsi que toute modalité particulière relative à ce droit, et la date à partir de laquelle les opérations de la société absorbée ou scindée seront, du point de vue comptable, considérées comme accomplies par la ou les sociétés bénéficiaires des apports ; 5) les dates auxquelles ont été arrêtés les comptes des sociétés intéressées utilisés pour établir les conditions de l'opération ; 6) le rapport d'échange des droits sociaux et, le cas échéant, le montant de la soulte ; 7) le montant prévu de la prime de fusion ou de scission ; 8) les droits accordés aux associés ayant des droits spéciaux et aux porteurs de titres autres que des actions ainsi que, le cas échéant, tous avantages particuliers.","[80, 81]"
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section I : Dispositions Générales,Article 228 :,L'avis prévu à l'article 226 (2e alinéa) contient les indications énumérées à l'article 227 précédent.,[81]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section I : Dispositions Générales,Article 229 :,Le dépôt au greffe et la publicité prévus à l'article 226 doivent avoir lieu au moins trente jours avant la date de la première assemblée générale appelée à statuer sur l'opération.,[81]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 230 :,Les opérations visées à l'article 222 et réalisées uniquement entre des sociétés anonymes sont soumises aux dispositions de la présente section.,[81]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 231 :(Complété par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"La fusion est décidée par l'assemblée générale extraordinaire de chacune des sociétés qui participent à l'opération. La fusion est soumise, le cas échéant, dans chacune des sociétés qui participent à l'opération, à la ratification des assemblées spéciales d'actionnaires. Lorsque, depuis le dépôt au greffe du tribunal du projet de fusion et jusqu'à la réalisation de l'opération, la société absorbante détient en permanence la totalité des actions représentant le capital des sociétés absorbées, il n'y a lieu ni à l'approbation de la fusion par l'assemblée générale extraordinaire des sociétés absorbées, ni à l'établissement des rapports visés aux articles 232 et 233. L'assemblée générale extraordinaire de la société absorbante statue au vu du rapport d'un commissaire aux apports conformément aux dispositions de l'article 24. Les dispositions de l'alinéa précédent s'appliquent à la fusion entre filiales dont les actions sont détenues en totalité par la même société mère. Dans ce cas, l'assemblée générale extraordinaire de cette dernière statue seule sur l'opération.","[81, 82]"
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 232 :(Complété par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Le conseil d'administration ou le directoire de chacune des sociétés établit un rapport écrit qui est mis à la disposition des actionnaires. Ce rapport explique et justifie le projet de manière détaillée du point de vue juridique et économique, notamment en ce qui concerne le rapport d'échange des actions et les méthodes d'évaluation utilisées, qui doivent être concordantes pour les sociétés concernées ainsi que, le cas échéant, les difficultés particulières d'évaluation. Il fait également mention expresse et détaillée de l'existence, le cas échéant, de tous liens d'intérêts existant entre un ou plusieurs membres du conseil d'administration, du directoire ou du conseil de surveillance, et la ou les autres sociétés participant à la fusion. En cas de scission, pour les sociétés bénéficiaires du transfert de patrimoine, il mentionne également l'établissement du rapport du ou des commissaires aux comptes relatif à l'évaluation des apports en nature et des avantages particuliers et indique qu'il sera déposé au greffe du tribunal du lieu du siège de ces sociétés.",[82]
