Doc,Chapitre,Titre,SousTitre1,SousTitre2,SousTitre3,Article,Contenu,Pages
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,6. ASSURANCES ET REASSURANCE,6.1. Opérations d’assurance,6.1.4. Formalités post règlements,,Article 98 - - abrogé,,[87]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,6. ASSURANCES ET REASSURANCE,6.2. Opérations de réassurance,6.2.1. Définition,,Article 99 - - Définition,Les opérations de réassurance prévues par la présente Instruction comprennent les opérations suivantes :  Cession et rétrocession en réassurance de risques situés au Maroc ;  Acceptations et rétrocession en réassurance de risques situés à l'étranger.,[88]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,6. ASSURANCES ET REASSURANCE,6.2. Opérations de réassurance,6.2.2. Dispositions relatives aux règlements,,Article 100 - - Modalités de règlement,"Les opérations de réassurance donnent lieu à l’ouverture auprès des entreprises marocaines d’assurances et de réassurance de comptes au nom des réassureurs étrangers, des rétrocessionnaires étrangers ou des cédantes étrangères en cas d’acceptation en réassurance de risques étrangers. Ces comptes doivent enregistrer au crédit les montants revenant à la partie étrangère et au débit les montants à sa charge. Les soldes résultant de ces comptes peuvent être soit :  créditeurs, c'est-à-dire en faveur du réassureur étranger, du rétrocessionnaire étranger ou de la cédante étrangère et peuvent par conséquent faire l’objet de règlement conformément aux dispositions de l’article 7 de la présente Instruction ;  débiteurs, c'est-à-dire en faveur de l’entreprise marocaine et doivent être rapatriés conformément aux dispositions de l’article 8 de la présente Instruction et cédés sur le marché des changes. Certaines opérations de réassurance peuvent, au cas où le traité correspondant le prévoit, donner lieu à règlement de primes provisionnelles en faveur du réassureur étranger ou d’indemnités de sinistres au comptant au profit de la cédante étrangère avant que le compte ne soit arrêté. Les banques sont autorisées dans ce cadre à procéder au règlement des primes provisionnelles et des indemnités de sinistre au comptant et des soldes créditeurs dus au titre des opérations de réassurance et ce, conformément aux dispositions de la présente Les entreprises d'assurances et de réassurance sont autorisées à procéder à la compensation entre soldes créditeurs et soldes débiteurs des comptes de réassurance, enregistrés auprès du même réassureur et relatifs au même exercice. Toutefois, lorsque des soldes créditeurs relevés pour un même réassureur au titre des exercices antérieurs n’ont pas été transférés, l’entreprise d’assurances et de réassurance peut procéder à leur déduction du solde débiteur de l’exercice suivant. Les entreprises d'assurances et de réassurance sont tenues de rapatrier et de céder sur le marché des changes les soldes débiteurs des comptes de réassurance y compris ceux résultant des opérations de compensation, ainsi que les montants des indemnités de sinistres au comptant et les primes provisionnelles en cas d'acceptation en réassurance. Pour les cessions en réassurance à l’étranger effectuées par l’entremise de courtiers résidents, les montants à la charge des réassureurs étrangers (sinistres, soldes débiteurs…) doivent être rapatriés. En ce qui concerne les soldes débiteurs, les entreprises d'assurances et de réassurance disposent d'un délai de six mois, à compter du 31 mars de chaque année, pour le rapatriement et la cession sur le marché des changes de ces soldes. S’agissant des indemnités de sinistres au comptant, leur rapatriement doit être effectué dans un délai de 30 jours à compter de la date de leur encaissement. Pour ce qui est des primes provisionnelles, leur rapatriement doit être réalisé dans les délais prévus par la convention de réassurance correspondante.","[88, 89]"
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,6. ASSURANCES ET REASSURANCE,6.2. Opérations de réassurance,6.2.2. Dispositions relatives aux règlements,,Article 101 - - Comptes en devises au titre de la réassurance en devises,"Les banques sont autorisées à ouvrir dans leurs livres des comptes en devises au nom des entreprises d’assurances et de réassurance agréées au Maroc, qui acceptent en réassurance des affaires en devises. Ces comptes peuvent être soit des comptes :  « Acceptations en réassurance en devises-affaires locales » au titre des opérations objet d’une assurance en devises souscrite auprès d’une entreprise d’assurances et de réassurance marocaine ;  « Acceptations en réassurance en devises-affaires étrangères » au titre des affaires cédées par des entreprises d’assurances et de réassurance étrangères. Par affaires locales, il faut entendre au sens de la présente Instruction, les risques situés au Maroc, couverts par des polices d’assurance libellées en devises étrangères souscrites auprès d’entreprises d’assurances marocaines et cédés aux entreprises de réassurance marocaines. Par affaires étrangères, il faut entendre, au sens de la présente Instruction, les risques situés à l’étranger couverts par des polices d’assurance souscrites auprès des entreprises d’assurances étrangères et cédés aux entreprises de réassurance marocaines. L’entreprise d’assurances et de réassurance ne peut ouvrir, par catégorie d’affaires précitée, qu’un seul compte par devise auprès d’une seule banque de son choix. Lorsque l’entreprise d’assurances et de réassurance pratique des opérations d’assurances directes et/ou des acceptations en réassurance, les comptes « Assurances en devises », « Acceptations en réassurance en devises-affaires locales » et « Acceptations en réassurance en devises-affaires étrangères », doivent faire l’objet d’une gestion distincte. a- Modalités de fonctionnement des comptes « Acceptations en réassurance en devises affaires locales » : Opérations au crédit :  Montants versés par les assureurs directs, étant précisé que ces versements doivent intervenir par le débit de leur compte « assurances en devises-affaires locales » ;  Montants dus par les rétrocessionnaires en règlement de leurs engagements sur les risques ayant fait l’objet d’une rétrocession. Opérations au débit :  Montants dus aux rétrocessionnaires ;  Montants revenant aux assureurs directs. b- Modalités de fonctionnement des comptes « Acceptations en réassurance en devises affaires étrangères » Opérations au crédit :  Les primes provisionnelles revenant au cessionnaire au titre des affaires acceptées ;  Le solde en faveur du cessionnaire (réassureur). Opérations au débit :  Les indemnités de sinistres à la charge du cessionnaire ;  Le solde en faveur de la cédante. Le solde créditeur des comptes « Acceptations en réassurance en devises-affaires locales » et « Acceptations en réassurance en devises-affaires étrangères », ouverts au nom des entreprises d’assurances et de réassurance, ne doit en aucun cas, dépasser 20% des engagements arrêtés mensuellement par l’entreprise concernée à l’égard des assureurs. En cas d’excédent, celui-ci doit être cédé immédiatement sur le marché des changes. Toutefois, l’entreprise d’assurance et de réassurance est habilitée à réaffecter cet excédent, suivant le cas, à un autre compte « Acceptations en réassurance en devises- affaires locales » ou « Acceptations en réassurance en devises-affaires étrangères », ouvert en son nom, lorsque le solde de l’un de ces comptes est inférieur au taux de 20%.","[89, 90]"
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,6. ASSURANCES ET REASSURANCE,6.2. Opérations de réassurance,6.2.2. Dispositions relatives aux règlements,,Article 102 - - Comptes en devises « courtage réassurance en devises »,"Les banques sont autorisées à ouvrir dans leurs livres des comptes en devises intitulés « courtage réassurance en devises » au nom des opérateurs, dûment agréés en vertu de la réglementation des assurances marocaines pour réaliser des opérations de courtage en réassurance et appelés à placer à l’étranger des risques confiés par des entreprises d’assurances et de réassurance étrangères. L’ouverture de ces comptes doit être effectuée, sur présentation d’une copie de la décision d’agrément de courtage en réassurance faisant ressortir la catégorie de réassurance. Ces courtiers ne peuvent ouvrir qu’un seul compte par devise auprès d’une seule banque. Modalités de fonctionnement : Opérations au crédit :  Les montants reçus des entreprises d’assurances et de réassurance étrangères au titre des primes provisionnelles, indemnités de sinistres, soldes de réassurances et commissions de courtage. Opérations au débit :  Les montants versés aux entreprises d’assurances et de réassurance étrangères au titre des primes provisionnelles, indemnités de sinistres et soldes de réassurance ; Le montant des commissions de courtage revenant aux courtiers agréés au Maroc doit être, après encaissement, cédé sur le marché des changes, conformément aux dispositions de l’article 20 de la présente Instruction.","[90, 91]"
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,6. ASSURANCES ET REASSURANCE,6.2. Opérations de réassurance,6.2.3. Formalités pré-règlements,,Article 103 - - Remise de documents,"Avant l’exécution des règlements au titre des opérations de réassurance, telles que définies par l’article 99 de la présente Instruction, les banques doivent se faire remettre les documents ci-après :  Pour les primes provisionnelles au titre des traités de réassurance ou de rétrocessions, une copie du plan de réassurance.  Pour les soldes créditeurs au titre de traités de réassurance ou de rétrocessions : - copie du plan de réassurance ; - copie du relevé du compte de réassurance établi conformément au plan de réassurance, dûment visé par l’entreprise marocaine et faisant ressortir le montant à transférer. Lorsque les cessions en réassurance sont effectuées par le biais d’un courtier résident dûment désigné dans le plan de réassurance, la banque est autorisée à effectuer pour le compte de ce dernier le règlement des primes et soldes de réassurance en faveur du réassureur étranger.  Pour les primes provisionnelles et les soldes créditeurs dus au titre de conventions de réassurance facultative : - copie de la convention de réassurance facultative ; - relevé du compte de réassurance établi au nom de la société étrangère de réassurance, dûment visé par l’entreprise marocaine d'assurances et de réassurance et faisant ressortir le montant à transférer, pour le transfert du solde créditeur.  Pour les soldes créditeurs au titre d’acceptation en réassurance de risques situés à l'étranger : - copie du traité ou de la convention de réassurance, en vertu desquels le risque est accepté par l’entreprise marocaine ; - relevé du compte d'acceptation en réassurance établi au nom de la société étrangère cédante, dûment visé par l’entreprise marocaine d'assurances et de réassurance et faisant ressortir le montant à transférer.  Pour le solde créditeur résultant de la compensation entre soldes créditeurs et soldes débiteurs des comptes de réassurance (pour les risques situés au Maroc ou à l’étranger) : - état des soldes débiteurs et créditeurs compensés, dûment visé par l’entreprise requérante faisant ressortir le montant à transférer ; - relevés des comptes de réassurance ayant fait l'objet de compensation, dûment visés par l’entreprise requérante ; - copies des plans de réassurance pour les traités obligatoires et/ou les conventions de réassurance pour les autres formes de réassurance.  Pour les indemnités de sinistres au comptant en faveur du cédant étranger avant que le compte ne soit arrêté, au cas où le traité le prévoit : - Copie de la fiche de sinistre établie par le cédant étranger faisant apparaître le montant à transférer ; - Copie du traité ou de la convention de réassurance.","[91, 92]"
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,6. ASSURANCES ET REASSURANCE,6.2. Opérations de réassurance,6.2.4. Formalités post-règlements,,Article 104 - - abrogé,,[92]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.1. Voyages d’affaires,7.1.1. Définition,,Article 105 - - Définition,"Les voyages d’affaires désignent, au sens de la présente Instruction, les voyages effectués à l’étranger, à titre professionnel, par :  Le personnel relevant des sociétés de droit marocain ou des succursales immatriculées auprès de l’Office des Changes, qui ne disposent pas de comptes en devises ou en dirhams convertibles ;  Le personnel des associations marocaines de micro-crédit ou reconnues d’utilité publique, des coopératives, des associations et fédérations créées en vertu d’un texte législatif ou réglementaire liées aux institutions financières et des fédérations professionnelles marocaines ;  Les personnes physiques exerçant une profession libérale à titre individuel, qui ne disposent pas de comptes en devises ou en dirhams convertibles. Les dépenses au titre de voyages d’affaires couvrent les frais occasionnés par lesdits voyages tels que :  Les frais de réception et de prospection à l'étranger ;  Les frais de séjour ;  Les frais de déplacement. Pour bénéficier des dotations pour voyages d’affaires, les bénéficiaires cités dans l’article 107 de la présente Instruction doivent domicilier leurs « dossiers voyages d’affaires » auprès d’une banque. Le changement de domiciliation du « dossier voyages d’affaires » peut être effectué à tout moment à la demande desdits bénéficiaires, auquel cas la banque domiciliataire initiale est tenue de remettre au requérant le dossier complet de l’entité concernée accompagné d’une attestation à présenter à la nouvelle banque domiciliataire, faisant ressortir la date d’octroi de la dernière dotation annuelle, le montant alloué et les utilisations effectuées antérieurement à la date du changement de domiciliation en précisant le reliquat disponible.",[93]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.1. Voyages d’affaires,7.1.2. Dispositions relatives aux règlements,,Article 106 - - Montants autorisés au titre des voyages d’affaires,"Les dotations au titre des voyages d’affaires peuvent être octroyées dans les conditions définies ci-après :  100% du montant de l’Impôt sur les Sociétés ou de l’Impôt sur le Revenu pour les sociétés soumises à cet impôt ou du montant de la cotisation minimale, payé par les sociétés, les coopératives soumises à l’Impôt sur les Sociétés et les succursales désignées dans l’article 105 au titre de l’exercice clos et ce, dans la limite de 500.000 dirhams par année civile ;  100% du montant de l’Impôt sur les Sociétés ou du montant de la cotisation minimale, payé par les opérateurs catégorisés par l’Office des Changes conformément à l’article 17 bis de la présente Instruction au titre de l’exercice clos et ce, dans la limite d’un million (1.000.000) de dirhams par année civile ;  100% du montant de l’Impôt sur le Revenu, payé par les personnes physiques exerçant une profession libérale à titre individuel désignées dans l’article 105 au titre de l’exercice clos dans la limite de 100.000 dirhams par année civile ;  100% du montant d’impôt au titre de l’exercice clos imputé sur le crédit d’impôt dans la limite de 500.000 dirhams par année civile pour les sociétés ayant un crédit d’impôt ;  100.000 dirhams par année civile pour les sociétés, les succursales et les coopératives dont le montant payé au titre de l’impôt sur les sociétés est inférieur à 100.000 dirhams, les sociétés et les coopératives exonérées du paiement de l’Impôt sur les Sociétés, les sociétés nouvellement créées, les associations de micro-crédit ou reconnues d’utilité publique, les associations et fédérations créées en vertu d’un texte législatif ou réglementaire liées aux institutions financières et les fédérations professionnelles marocaines.","[93, 94]"
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.1. Voyages d’affaires,7.1.2. Dispositions relatives aux règlements,,Article 107 - - Comptes en devises ou en dirhams convertibles « dotation voyages d’affaires »," Les sociétés qui ne disposent pas de compte en devises ou en dirhams convertibles, les associations de micro-crédit, les associations reconnues d’utilité publique, les coopératives, les associations et fédérations créées en vertu d’un texte législatif ou réglementaire liées aux institutions financières et fédérations professionnelles ainsi que les personnes physiques exerçant une profession libérale, bénéficiant de la dotation pour voyages d’affaires sont tenues d’ouvrir un compte en devises ou en dirhams convertibles « dotation voyages d’affaires » auprès d’une banque de leur choix destiné à recevoir ladite dotation. Les banques sont autorisées à ouvrir, selon le besoin des bénéficiaires, un ou plusieurs comptes en devises ou en dirhams convertibles « dotation voyages d’affaires » à condition que la contrevaleur totale des montants crédités dans ces comptes ne dépasse pas le plafond prévu à l’article 106. Ces comptes sont ouverts sur la base des documents justifiant la qualité des bénéficiaires. Les banques peuvent, à la demande des bénéficiaires cités ci-dessus, charger les dotations pour voyage d’affaires sur les cartes de paiement internationales du personnel en déplacement relevant desdits bénéficiaires. Les bénéficiaires susvisés demeurent responsables de la justification des dépenses engagées en devises au titre de la dotation pour voyage d’affaires. Modalités de fonctionnement : Opérations au crédit :  Montant de la dotation voyages d’affaires dans la limite des plafonds prévus par l’article 106 de la présente Instruction, étant entendu que ces plafonds sont un maximum qui peut être porté au crédit du compte en une seule fois ou par tranches, en fonction des besoins du titulaire. En l’absence de la quittance d’impôt prévue par l’article 108 de la présente Instruction, l’alimentation peut intervenir à hauteur des acomptes d’impôt payés au titre du dernier exercice clos et ce dans la limite des plafonds précités ;  Rétrocessions au titre de dotations prélevées en billets de banque, par le débit dudit compte, et non utilisées suite à l’annulation du voyage justifiée par présentation du passeport et ce, dans un délai de 30 jours à compter de la date du prélèvement de la dotation ;  Les sommes précédemment prélevées, au cours du même exercice, pour couvrir des dépenses au Maroc ; Le reliquat non utilisé au titre de la dotation annuelle peut faire l’objet de report, sur présentation des documents prévus par l’article 108 de la présente Instruction, à condition que le total de la dotation portée au crédit du compte au titre de l’année considérée ne dépasse pas le plafond annuel fixé par l’article 106 de la présente tard fin avril, de la situation du compte par le débit dudit compte à hauteur du montant du dépassement. Les cas ne pouvant faire l’objet de régularisations dans les conditions précitées doivent être transmis sans délai à l’Office des Changes. Opérations au débit :  Tout règlement en devises relatif à des dépenses au titre du voyage d’affaires conformément aux dispositions de l’article 7 de la présente Instruction ;  Montant des retraits en billets de banque étrangers ;  Achat de devises billets de banque sur le marché des changes pour les comptes en dirhams convertibles ;  Cession de devises sur le marché des changes ;  Tout règlement en dirhams au Maroc ;  Les montants ayant servi au chargement des cartes de paiement internationales du personnel en déplacement. Il demeure entendu que pour la délivrance des devises billets de banques, obtenues par débit dudit compte, le montant à servir par la banque, à l’occasion de chaque voyage professionnel à l’étranger, ne peut pas dépasser la contrevaleur de 100.000 dirhams, par personne.","[94, 95, 96]"
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.1. Voyages d’affaires,7.1.3. Formalités pré-règlements,,Article 108 - - Remise de documents,"Avant l’exécution des règlements au titre des opérations de voyages d’affaires, telles que définies par l’article 105 de la présente Instruction, les banques doivent se faire remettre les documents ci-après : a- Pour les sociétés de droit marocain, les coopératives soumises à l’Impôt sur les Sociétés et les succursales immatriculées auprès de l’Office des Changes, qui ne disposent pas de comptes en devises ou de comptes en dirhams convertibles : la quittance du paiement de l’impôt au titre du dernier exercice clos, délivrée par l’Administration des Impôts. A défaut de la présentation du document susvisé, la banque est autorisée à servir les dotations pour voyages d’affaires sur la base des documents justifiants le paiement des acomptes, à charge pour le bénéficiaire de remettre les documents relatifs à l’année n-1 à la banque, au plus tard la fin du mois d’avril de l’année considérée. A la réception des documents précités, la banque est tenue de procéder aux régularisations nécessaires. b- Pour les opérateurs catégorisés par l’Office des Changes :  copie du certificat de catégorisation délivré par l’Office des Changes ;  la quittance de paiement de l’Impôt sur les Sociétés au titre du dernier exercice clos, délivrée par l’Administration des Impôts. c- Pour les sociétés exonérées de l’Impôt sur les Sociétés, les associations marocaines de micro-crédit ou reconnues d’utilité publique, les coopératives exonérées de l’Impôt sur les Sociétés, les associations et fédérations créées en vertu d’un texte législatif ou réglementaire liées aux institutions financières et les fédérations professionnelles marocaines : tout document attestant du statut de l’entité concernée, ce document doit être fourni une seule fois à l’ouverture du compte. d- Les personnes physiques exerçant une profession libérale à titre individuel : la quittance de paiement de l’Impôt sur le Revenu au titre de la dernière année ; e- Pour les sociétés ayant un crédit d’impôt : tout document justifiant le crédit d’impôt accompagné de la déclaration d’impôt du dernier exercice justifiant le montant de l’impôt imputé sur le crédit d’impôt. f- Pour les sociétés nouvellement crées : une copie de l’extrait du registre de commerce (modèle J).",[96]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.1. Voyages d’affaires,7.1.3. Formalités pré-règlements,,Article 109 - - Carte de paiement internationale,"Les banques sont autorisées à émettre des cartes de paiement internationales en faveur de personnes physiques ou morales résidentes ou non-résidentes, titulaires de comptes en devises ou en dirhams convertibles ou bénéficiaires de dotations en devises accordées par l'Office des Changes dans le cadre des dispositions de la présente Les banques peuvent servir sur une même carte toutes les dotations prévues par la présente Instruction sous réserve du respect des conditions suivantes :  La carte de paiement internationale doit être nominative et techniquement conçue de façon à éviter tout paiement ou retrait, en dépassement des montants autorisés pour chaque type de dotation ou des disponibilités des comptes auxquels elles sont adossées ;  Le reliquat, au 31 décembre de chaque année civile, des droits non utilisés au titre des dotations en devises prévues par la présente Instruction, ne peut pas faire l’objet de report sur l’année suivante. En cas de perte, de détérioration ou de non fonctionnement de la carte de paiement internationale survenu à l'étranger, les banques sont habilitées à mettre à la disposition des personnes concernées les fonds à l'étranger et ce, dans la limite du reliquat non encore utilisé.","[96, 97]"
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.1. Voyages d’affaires,7.1.4. Formalités post-règlements,,Article 110 - - Déclaration,"Les déclarations bancaires au titre de ces opérations doivent être établies conformément aux modalités, procédures, délais et modèles fixés par le dispositif des déclarations bancaires.",[97]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.2. Voyages pour missions et stages du secteur public,7.2.1. Définition,,Article 111 - - Définition,"Les voyages au titre de missions et stages du secteur public désignent, au sens de la présente Instruction, les voyages effectués à l’étranger par le personnel relevant des :  Administrations publiques ;  Collectivités locales ;  Établissements et entreprises publics.",[97]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.2. Voyages pour missions et stages du secteur public,7.2.2. Dispositions relatives aux règlements,,Article 112 - - Montants autorisés,"Les montants autorisés au titre des voyages pour missions et stages à l’étranger du personnel du secteur public correspondent :  Aux montants prévus par les documents visés à l’article 114 de la présente  À 2.000 Dirhams par jour et par personne, dans la limite de 20.000 Dirhams par voyage dans le cas où les documents prévus à l’article 114, ne font pas état des frais de la mission ou du stage.","[97, 98]"
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.2. Voyages pour missions et stages du secteur public,7.2.2. Dispositions relatives aux règlements,,Article 113 - - Modalités de règlement,"Les dotations pour missions et stages à l'étranger du personnel du secteur public peuvent être servies par :  Les banques sous forme de billets de banque, de chèques de voyage, de chèques bancaires ou chargées sur une carte de paiement internationale ;  Les opérateurs de change manuel sous forme de billets de banque étrangers. Les banques et les opérateurs de change manuel sont tenus à cet égard : - d’établir un bordereau de change selon le modèle joint en annexe 4 de la présente Instruction ; - et de remettre l’original dudit bordereau au client.",[98]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.2. Voyages pour missions et stages du secteur public,7.2.3. Formalités pré-règlements,,Article 114 - - Remise de documents,"Avant l’octroi des dotations au titre des voyages pour missions et stages du personnel du secteur public, les banques, les opérateurs de change manuel doivent se faire remettre :  Un ordre de mission ou décision de stage ou tout document délivré par l’entité dont relève le personnel concerné faisant ressortir notamment, l’identité du bénéficiaire, l’objet de la mission, sa durée et le montant des frais liés à la mission ou au stage ;  Le passeport individuel en cours de validité.",[98]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.2. Voyages pour missions et stages du secteur public,7.2.4. Formalités post-règlements,,Article 115 - - Déclaration,"Les déclarations bancaires au titre de ces opérations doivent être établies conformément aux modalités, procédures, délais et modèles fixés par le dispositif des déclarations bancaires.",[98]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.3. Voyages personnels,7.3.1. Définition,,Article 116 - - Définition,"Les voyages personnels désignent, au sens de la présente Instruction, les voyages à l’étranger effectués à partir du Maroc, à titre personnel, directement, ou par l’intermédiaire des agences de voyages agrées par le Ministère en charge du Tourisme, par :  Les personnes physiques marocaines résidant au Maroc ;  Les marocains résidant à l’étranger ;  Les étrangers résidents qui ne disposent pas de revenus transférables et qui ne disposent pas de disponibilités dans leurs comptes en devises ou en dirhams convertibles. La dotation pour voyages personnels est délivrée, sur demande expresse du bénéficiaire, à l’occasion des voyages à partir du Maroc. Cette dotation est destinée à couvrir les dépenses personnelles au titre de tous types de voyages à l’étranger, y compris les titres de transport, les frais de séjour et d’hébergement.",[99]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.3. Voyages personnels,7.3.2. Dispositions relatives aux règlements,,Article 117 - - Montant des règlements,"Le montant correspondant aux règlements au titre des opérations de voyages personnels tels que définis à l’article 116 ci-dessus, est constitué d’une dotation pour voyages personnels de base de 100.000 (cent mille) dirhams pouvant être majorée d’une dotation supplémentaire égale à 30% de l’Impôt sur le Revenu payé ou prélevé à la source au cours de l’année précédente. Le montant total de la dotation pour voyages personnels de base et supplémentaire ne peut excéder un plafond de 300.000 dirhams par personne et par année civile. Cette dotation peut être cumulée totalement ou partiellement, à l’occasion d’un même voyage, avec toute autre dotation en devises accordée en vertu des dispositions de la présente Instruction ou d’une autorisation particulière de l'Office des Changes.",[99]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.3. Voyages personnels,7.3.2. Dispositions relatives aux règlements,,Article 118 - - Modalités de règlement,"a- Dépenses effectuées directement par les bénéficiaires :  Les banques peuvent servir les dotations pour voyages personnels, sous forme de billets de banque, de chèques de voyage, de chèques bancaires ou sur une carte de paiement internationale. Le chargement des cartes de paiement internationales par les droits des personnes physiques marocaines résidentes au titre de la dotation pour voyages personnels peut être effectué dans le cadre des services en lignes offerts par la banque marocaine à sa clientèle sous réserve de respecter les autres conditions prévues par la présente Instruction dont l’inscription automatique du montant servi au niveau de la Solution de Gestion des Dotations et le respect des plafonds. Les cartes de paiement internationales peuvent être chargées des droits de la personne bénéficiaire, des enfants et du conjoint, dans la limite des montants fixés par la présente Instruction et sur demande expresse et à l’occasion de chaque voyage à l’étranger des bénéficiaires.  Les opérateurs de change manuel peuvent servir les dotations pour voyages personnels sous forme de billets de banque étrangers. Il demeure entendu que pour la délivrance de la dotation pour voyages personnels, le montant à servir par les banques et les opérateurs de change manuel en billets de banque étrangers, à l’occasion de chaque voyage, ne peut dépasser la contrevaleur de 100.000 dirhams. b- Dépenses effectuées par l’intermédiaire des agences de voyages : Les dépenses pour voyages personnels, visées à l’article 116 de la présente - Par débit du compte en devises ou en dirhams convertibles de l’agence de voyages ; - Par subrogation de la dotation pour voyages personnels en cas d’insuffisance des disponibilités desdits comptes ou lorsque lesdites agences ne disposent pas de compte en devises ou en dirhams convertibles.","[99, 100]"
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.3. Voyages personnels,7.3.2. Dispositions relatives aux règlements,,Article 119 - - abrogé,,[100]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.3. Voyages personnels,7.3.3. Formalités pré-règlements,,Article 119 bis - - Domiciliation,"Les voyages organisés par les agences de voyages désignées à l’article 116, doivent faire l’objet de domiciliation des dossiers afférents à ces opérations auprès d'une banque de leur choix.",[100]
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.3. Voyages personnels,7.3.3. Formalités pré-règlements,,Article 120 - - Remise de documents,"a- Avant l’exécution des règlements au titre des dotations pour voyages personnels, les banques et les opérateurs de change manuel doivent se faire remettre : - Pour les personnes physiques marocaines : la Carte Nationale d’Identité en cours de validité et le passeport individuel en cours de validité délivrés par l’autorité compétente ; - Pour les étrangers résidents qui ne disposent pas de revenus transférables et qui ne disposent pas de disponibilités sur leurs comptes en devises ou en dirhams convertibles : La carte d’immatriculation en cours de validité accompagnée d’une déclaration sur l’honneur précisant que le demandeur ne dispose pas de revenus pouvant faire l’objet de transfert et qu’il ne dispose pas de disponibilités sur son compte en devises ou en dirhams convertibles. Le montant relatif au supplément de la dotation pour voyages personnels est servi, en sus des documents ci-dessus cités, sur la base de tout document, justifiant le paiement au Maroc de l’Impôt sur le Revenu au cours de l’année précédente, délivré par l’Administration marocaine. Pour les retraités, l’octroi du supplément peut être effectué sur la base d’un document justifiant le paiement de l’Impôt sur le Revenu au titre de l’année de départ en retraite. b- Avant l’exécution des règlements des dépenses de voyages personnels à l’étranger effectués par l’intermédiaire des agences de voyages désignées à l’article 116 de la présente Instruction, ces dernières doivent remettre aux banques le contrat, la facture, la liste des bénéficiaires du voyage et la facture pro-forma établie par le prestataire étranger. Dans ce dernier cas, l’agence de voyages demeure tenue de fournir à la banque, dans un délai de 30 jours à compter de la date du règlement, les factures définitives justifiant les règlements effectués. L’agence de voyage demeure tenue de fournir à la banque, dans un délai maximum de trois mois à compter de la date du règlement, les documents définitifs justifiant les règlements effectués (copie conforme des contrats et/ou factures définitifs, liste des bénéficiaires du voyage…) ; c- Avant la réalisation de la subrogation, les banques doivent se faire remettre les documents ci-après :  Copie du contrat conclu avec les prestataires étrangers ;  La liste des bénéficiaires du voyage, dûment visée par l'entité bénéficiaire de la subrogation, leurs passeports ;  Les billets de transport aller et retour émis au nom de chacun des participants au voyage à l'étranger et ;  Copie de l’acte de subrogation dûment signé et daté par le bénéficiaire du voyage et l’agence de voyages subrogataire.","[101, 102]"
IGOC 2024,CHAPITRE III- OPERATIONS COURANTES,7. OPERATIONS DE VOYAGES,7.3. Voyages personnels,7.3.4. Formalités post règlements,,Article 121 - - abrogé,,[102]
